seq	moe_id	unicode_hex	unicode_int	char
02246	A02246	U+6DC6	28102	淆
02247	A02247	U+6DC4	28100	淄
02248	A02248	U+6E2F	28207	港
02249	A02249	U+6E38	28216	游
02250	A02250	U+6E54	28244	湔
02251	A02251	U+6E21	28193	渡
02252	A02252	U+6E32	28210	渲
02253	A02253	U+6E67	28263	湧
02254	A02254	U+6E4A	28234	湊
02255	A02255	U+6E20	28192	渠
02256	A02256	U+6E25	28197	渥
02257	A02257	U+6E23	28195	渣
02258	A02258	U+6E1B	28187	減
02259	A02259	U+6E5B	28251	湛
02260	A02260	U+6E58	28248	湘
02261	A02261	U+6E24	28196	渤
02262	A02262	U+6E56	28246	湖
02263	A02263	U+6E6E	28270	湮
02264	A02264	U+6E2D	28205	渭
02265	A02265	U+6E26	28198	渦
02266	A02266	U+6E6F	28271	湯
02267	A02267	U+6E34	28212	渴
02268	A02268	U+6E4D	28237	湍
02269	A02269	U+6E3A	28218	渺
02270	A02270	U+6E2C	28204	測
02271	A02271	U+6E43	28227	湃
02272	A02272	U+6E1D	28189	渝
02273	A02273	U+6E3E	28222	渾
02274	A02274	U+6ECB	28363	滋
02275	A02275	U+6E89	28297	溉
02276	A02276	U+6E19	28185	渙
02277	A02277	U+6EA2	28322	溢
02278	A02278	U+6EAF	28335	溯
02279	A02279	U+6ED3	28371	滓
02280	A02280	U+6EB6	28342	溶
02281	A02281	U+6EC2	28354	滂
02282	A02282	U+6E90	28304	源
02283	A02283	U+6E9D	28317	溝
02284	A02284	U+6EC7	28359	滇
02285	A02285	U+6EC5	28357	滅
02286	A02286	U+6EA5	28325	溥
02287	A02287	U+6E98	28312	溘
02288	A02288	U+6EBC	28348	溼
02289	A02289	U+6EBA	28346	溺
02290	A02290	U+6EAB	28331	溫
02291	A02291	U+6ED1	28369	滑
02292	A02292	U+6E96	28310	準
02293	A02293	U+6E9C	28316	溜
02294	A02294	U+6EC4	28356	滄
02295	A02295	U+6ED4	28372	滔
02296	A02296	U+6EAA	28330	溪
02297	A02297	U+6F33	28467	漳
02298	A02298	U+6F14	28436	演
02299	A02299	U+6EFE	28414	滾
02300	A02300	U+6F13	28435	漓
02301	A02301	U+6EF4	28404	滴
02302	A02302	U+6F29	28457	漩
02303	A02303	U+6F3E	28478	漾
02304	A02304	U+6F20	28448	漠
02305	A02305	U+6F2C	28460	漬
02306	A02306	U+6F0F	28431	漏
02307	A02307	U+6F02	28418	漂
02308	A02308	U+6F22	28450	漢
02309	A02309	U+6EFF	28415	滿
02310	A02310	U+6EEF	28399	滯
02311	A02311	U+6F06	28422	漆
02312	A02312	U+6F31	28465	漱
02313	A02313	U+6F38	28472	漸
02314	A02314	U+6F32	28466	漲
02315	A02315	U+6F23	28451	漣
02316	A02316	U+6F15	28437	漕
02317	A02317	U+6F2B	28459	漫
02318	A02318	U+6F2F	28463	漯
02319	A02319	U+6F88	28552	澈
02320	A02320	U+6F2A	28458	漪
02321	A02321	U+6EEC	28396	滬
02322	A02322	U+6F01	28417	漁
02323	A02323	U+6EF2	28402	滲
02324	A02324	U+6ECC	28364	滌
02325	A02325	U+6F3F	28479	漿
02326	A02326	U+6F7C	28540	潼
02327	A02327	U+6F84	28548	澄
02328	A02328	U+6F51	28497	潑
02329	A02329	U+6F66	28518	潦
02330	A02330	U+6F54	28500	潔
02331	A02331	U+6F86	28550	澆
02332	A02332	U+6F6D	28525	潭
02333	A02333	U+6F5B	28507	潛
02334	A02334	U+6F78	28536	潸
02335	A02335	U+6F6E	28526	潮
02336	A02336	U+6F8E	28558	澎
02337	A02337	U+6F7A	28538	潺
02338	A02338	U+6F70	28528	潰
02339	A02339	U+6F64	28516	潤
02340	A02340	U+6F97	28567	澗
02341	A02341	U+6F58	28504	潘
02342	A02342	U+6FC2	28610	濂
02343	A02343	U+6FB1	28593	澱
02344	A02344	U+6FA1	28577	澡
02345	A02345	U+6FC3	28611	濃
02346	A02346	U+6FA4	28580	澤
02347	A02347	U+6FC1	28609	濁
02348	A02348	U+6FA7	28583	澧
02349	A02349	U+6FB3	28595	澳
02350	A02350	U+6FC0	28608	激
02351	A02351	U+6FB9	28601	澹
02352	A02352	U+6FD8	28632	濘
02353	A02353	U+6FF1	28657	濱
02354	A02354	U+6FDF	28639	濟
02355	A02355	U+6FE0	28640	濠
02356	A02356	U+6FDB	28635	濛
02357	A02357	U+6FE4	28644	濤
02358	A02358	U+6FEB	28651	濫
02359	A02359	U+6FEF	28655	濯
02360	A02360	U+6F80	28544	澀
02361	A02361	U+6FEC	28652	濬
02362	A02362	U+6FE1	28641	濡
02363	A02363	U+7009	28681	瀉
02364	A02364	U+700B	28683	瀋
02365	A02365	U+6FFE	28670	濾
02366	A02366	U+7006	28678	瀆
02367	A02367	U+6FFA	28666	濺
02368	A02368	U+7011	28689	瀑
02369	A02369	U+700F	28687	瀏
02370	A02370	U+701B	28699	瀛
02371	A02371	U+701F	28703	瀟
02372	A02372	U+7028	28712	瀨
02373	A02373	U+701A	28698	瀚
02374	A02374	U+701D	28701	瀝
02375	A02375	U+7015	28693	瀕
02376	A02376	U+703E	28734	瀾
02377	A02377	U+7030	28720	瀰
02378	A02378	U+704C	28748	灌
02379	A02379	U+7051	28753	灑
02380	A02380	U+7058	28760	灘
02381	A02381	U+7063	28771	灣
02382	A02382	U+7064	28772	灤
02383	A02383	U+706B	28779	火
02384	A02384	U+7070	28784	灰
02385	A02385	U+7076	28790	灶
02386	A02386	U+707C	28796	灼
02387	A02387	U+707D	28797	災
02388	A02388	U+7078	28792	灸
02389	A02389	U+7095	28821	炕
02390	A02390	U+708E	28814	炎
02391	A02391	U+7092	28818	炒
02392	A02392	U+708A	28810	炊
02393	A02393	U+7099	28825	炙
02394	A02394	U+70AB	28843	炫
02395	A02395	U+70BA	28858	為
02396	A02396	U+70B3	28851	炳
02397	A02397	U+70AC	28844	炬
02398	A02398	U+70AF	28847	炯
02399	A02399	U+70AD	28845	炭
02400	A02400	U+70B8	28856	炸
02401	A02401	U+70AE	28846	炮
02402	A02402	U+70CA	28874	烊
02403	A02403	U+70D8	28888	烘
02404	A02404	U+70E4	28900	烤
02405	A02405	U+70D9	28889	烙
02406	A02406	U+70C8	28872	烈
02407	A02407	U+70CF	28879	烏
02408	A02408	U+70F9	28921	烹
02409	A02409	U+7109	28937	焉
02410	A02410	U+710A	28938	焊
02411	A02411	U+70FD	28925	烽
02412	A02412	U+7119	28953	焙
02413	A02413	U+711A	28954	焚
02414	A02414	U+7126	28966	焦
02415	A02415	U+7130	28976	焰
02416	A02416	U+7121	28961	無
02417	A02417	U+7136	28982	然
02418	A02418	U+716E	29038	煮
02419	A02419	U+714E	29006	煎
02420	A02420	U+7159	29017	煙
02421	A02421	U+7169	29033	煩
02422	A02422	U+7164	29028	煤
02423	A02423	U+7149	29001	煉
02424	A02424	U+7167	29031	照
02425	A02425	U+715C	29020	煜
02426	A02426	U+716C	29036	煬
02427	A02427	U+7166	29030	煦
02428	A02428	U+714C	29004	煌
02429	A02429	U+7165	29029	煥
02430	A02430	U+715E	29022	煞
02431	A02431	U+7194	29076	熔
02432	A02432	U+7199	29081	熙
02433	A02433	U+717D	29053	煽
02434	A02434	U+718A	29066	熊
02435	A02435	U+7184	29060	熄
02436	A02436	U+719F	29087	熟
02437	A02437	U+71AC	29100	熬
02438	A02438	U+71B1	29105	熱
02439	A02439	U+71A8	29096	熨
02440	A02440	U+71BE	29118	熾
02441	A02441	U+71C9	29129	燉
02442	A02442	U+71D0	29136	燐
02443	A02443	U+71D2	29138	燒
02444	A02444	U+71C8	29128	燈
02445	A02445	U+71D5	29141	燕
02446	A02446	U+71B9	29113	熹
02447	A02447	U+71CE	29134	燎
02448	A02448	U+71D9	29145	燙
02449	A02449	U+71DC	29148	燜
02450	A02450	U+71C3	29123	燃
02451	A02451	U+71C4	29124	燄
02452	A02452	U+71E7	29159	燧
02453	A02453	U+71DF	29151	營
02454	A02454	U+71EE	29166	燮
02455	A02455	U+71E6	29158	燦
02456	A02456	U+71E5	29157	燥
02457	A02457	U+71ED	29165	燭
02458	A02458	U+71EC	29164	燬
02459	A02459	U+71F4	29172	燴
02460	A02460	U+71FB	29179	燻
02461	A02461	U+7206	29190	爆
02462	A02462	U+720D	29197	爍
02463	A02463	U+7210	29200	爐
02464	A02464	U+721B	29211	爛
02465	A02465	U+7228	29224	爨
02466	A02466	U+722A	29226	爪
02467	A02467	U+722C	29228	爬
02468	A02468	U+722D	29229	爭
02469	A02469	U+7230	29232	爰
02470	A02470	U+7235	29237	爵
02471	A02471	U+7236	29238	父
02472	A02472	U+7238	29240	爸
02473	A02473	U+7239	29241	爹
02474	A02474	U+723A	29242	爺
02475	A02475	U+723B	29243	爻
02476	A02476	U+723D	29245	爽
02477	A02477	U+723E	29246	爾
02478	A02478	U+7246	29254	牆
02479	A02479	U+7247	29255	片
02480	A02480	U+7248	29256	版
02481	A02481	U+724C	29260	牌
02482	A02482	U+7252	29266	牒
02483	A02483	U+7256	29270	牖
02484	A02484	U+7258	29272	牘
02485	A02485	U+7259	29273	牙
02486	A02486	U+725B	29275	牛
02487	A02487	U+725F	29279	牟
02488	A02488	U+725D	29277	牝
02489	A02489	U+7262	29282	牢
02490	A02490	U+7261	29281	牡
02491	A02491	U+7260	29280	牠
02492	A02492	U+7267	29287	牧
02493	A02493	U+7269	29289	物
02494	A02494	U+7272	29298	牲
02495	A02495	U+726F	29295	牯
02496	A02496	U+7274	29300	牴
02497	A02497	U+7279	29305	特
02498	A02498	U+727D	29309	牽
02499	A02499	U+7281	29313	犁
02500	A02500	U+7284	29316	犄
02501	A02501	U+7280	29312	犀
02502	A02502	U+7292	29330	犒
02503	A02503	U+7296	29334	犖
02504	A02504	U+729B	29339	犛
02505	A02505	U+72A2	29346	犢
02506	A02506	U+72A7	29351	犧
02507	A02507	U+72AC	29356	犬
02508	A02508	U+72AF	29359	犯
02509	A02509	U+72C4	29380	狄
02510	A02510	U+72C2	29378	狂
02511	A02511	U+72C0	29376	狀
02512	A02512	U+72CE	29390	狎
02513	A02513	U+72D9	29401	狙
02514	A02514	U+72D7	29399	狗
02515	A02515	U+72D0	29392	狐
02516	A02516	U+72E9	29417	狩
02517	A02517	U+72E0	29408	狠
02518	A02518	U+72E1	29409	狡
02519	A02519	U+72FC	29436	狼
02520	A02520	U+72F9	29433	狹
02521	A02521	U+72FD	29437	狽
02522	A02522	U+72F8	29432	狸
02523	A02523	U+72F7	29431	狷
02524	A02524	U+731C	29468	猜
02525	A02525	U+731B	29467	猛
02526	A02526	U+7316	29462	猖
02527	A02527	U+7313	29459	猓
02528	A02528	U+7319	29465	猙
02529	A02529	U+7336	29494	猶
02530	A02530	U+7325	29477	猥
02531	A02531	U+7334	29492	猴
02532	A02532	U+7329	29481	猩
02533	A02533	U+7337	29495	猷
02534	A02534	U+7345	29509	獅
02535	A02535	U+733F	29503	猿
02536	A02536	U+733E	29502	猾
02537	A02537	U+7344	29508	獄
02538	A02538	U+7350	29520	獐
02539	A02539	U+734E	29518	獎
02540	A02540	U+7357	29527	獗
02541	A02541	U+7368	29544	獨
02542	A02542	U+7370	29552	獰
02543	A02543	U+7372	29554	獲
02544	A02544	U+7377	29559	獷
02545	A02545	U+7375	29557	獵
02546	A02546	U+7378	29560	獸
02547	A02547	U+737A	29562	獺
02548	A02548	U+737B	29563	獻
02549	A02549	U+7380	29568	玀
02550	A02550	U+7384	29572	玄
02551	A02551	U+7387	29575	率
02552	A02552	U+738B	29579	王
02553	A02553	U+7389	29577	玉
02554	A02554	U+7396	29590	玖
02555	A02555	U+73A9	29609	玩
02556	A02556	U+73A8	29608	玨
02557	A02557	U+739F	29599	玟
02558	A02558	U+73AB	29611	玫
02559	A02559	U+73B7	29623	玷
02560	A02560	U+73CA	29642	珊
02561	A02561	U+73BB	29627	玻
02562	A02562	U+73B2	29618	玲
02563	A02563	U+73CD	29645	珍
02564	A02564	U+73C0	29632	珀
02565	A02565	U+73B3	29619	玳
02566	A02566	U+73ED	29677	班
02567	A02567	U+7409	29705	琉
02568	A02568	U+73EE	29678	珮
02569	A02569	U+73E0	29664	珠
02570	A02570	U+7405	29701	琅
02571	A02571	U+740A	29706	琊
02572	A02572	U+7403	29699	球
02573	A02573	U+7406	29702	理
02574	A02574	U+73FE	29694	現
02575	A02575	U+740D	29709	琍
02576	A02576	U+743A	29754	琺
02577	A02577	U+742A	29738	琪
02578	A02578	U+7433	29747	琳
02579	A02579	U+7422	29730	琢
02580	A02580	U+7425	29733	琥
02581	A02581	U+7435	29749	琵
02582	A02582	U+7436	29750	琶
02583	A02583	U+7434	29748	琴
02584	A02584	U+746F	29807	瑯
02585	A02585	U+745A	29786	瑚
02586	A02586	U+7455	29781	瑕
02587	A02587	U+745F	29791	瑟
02588	A02588	U+745E	29790	瑞
02589	A02589	U+7441	29761	瑁
02590	A02590	U+743F	29759	琿
02591	A02591	U+7459	29785	瑙
02592	A02592	U+745B	29787	瑛
02593	A02593	U+745C	29788	瑜
02594	A02594	U+7464	29796	瑤
02595	A02595	U+7463	29795	瑣
02596	A02596	U+746A	29802	瑪
02597	A02597	U+7470	29808	瑰
02598	A02598	U+7469	29801	瑩
02599	A02599	U+748B	29835	璋
02600	A02600	U+7483	29827	璃
02601	A02601	U+749C	29852	璜
02602	A02602	U+74A3	29859	璣
02603	A02603	U+74A9	29865	璩
02604	A02604	U+74B0	29872	環
02605	A02605	U+74A6	29862	璦
02606	A02606	U+74A7	29863	璧
02607	A02607	U+74BD	29885	璽
02608	A02608	U+74CA	29898	瓊
02609	A02609	U+74CF	29903	瓏
02610	A02610	U+74DC	29916	瓜
02611	A02611	U+74E0	29920	瓠
02612	A02612	U+74E2	29922	瓢
02613	A02613	U+74E3	29923	瓣
02614	A02614	U+74E6	29926	瓦
02615	A02615	U+74F6	29942	瓶
02616	A02616	U+74F7	29943	瓷
02617	A02617	U+7504	29956	甄
02618	A02618	U+750C	29964	甌
02619	A02619	U+7515	29973	甕
02620	A02620	U+7518	29976	甘
02621	A02621	U+751A	29978	甚
02622	A02622	U+751C	29980	甜
02623	A02623	U+751F	29983	生
02624	A02624	U+7522	29986	產
02625	A02625	U+7525	29989	甥
02626	A02626	U+7526	29990	甦
02627	A02627	U+7528	29992	用
02628	A02628	U+7529	29993	甩
02629	A02629	U+752C	29996	甬
02630	A02630	U+752B	29995	甫
02631	A02631	U+752D	29997	甭
02632	A02632	U+7530	30000	田
02633	A02633	U+7531	30001	由
02634	A02634	U+7532	30002	甲
02635	A02635	U+7533	30003	申
02636	A02636	U+7537	30007	男
02637	A02637	U+7538	30008	甸
02638	A02638	U+753D	30013	甽
02639	A02639	U+754F	30031	畏
02640	A02640	U+754C	30028	界
02641	A02641	U+7554	30036	畔
02642	A02642	U+755D	30045	畝
02643	A02643	U+755C	30044	畜
02644	A02644	U+755A	30042	畚
02645	A02645	U+7559	30041	留
02646	A02646	U+7565	30053	略
02647	A02647	U+7566	30054	畦
02648	A02648	U+7562	30050	畢
02649	A02649	U+7570	30064	異
02650	A02650	U+756B	30059	畫
02651	A02651	U+756A	30058	番
02652	A02652	U+7576	30070	當
02653	A02653	U+7578	30072	畸
02654	A02654	U+7587	30087	疇
02655	A02655	U+7586	30086	疆
02656	A02656	U+758A	30090	疊
02657	A02657	U+758B	30091	疋
02658	A02658	U+758F	30095	疏
02659	A02659	U+7591	30097	疑
02660	A02660	U+759D	30109	疝
02661	A02661	U+7599	30105	疙
02662	A02662	U+759A	30106	疚
02663	A02663	U+75AB	30123	疫
02664	A02664	U+75A4	30116	疤
02665	A02665	U+75A5	30117	疥
02666	A02666	U+75BE	30142	疾
02667	A02667	U+75C5	30149	病
02668	A02668	U+75C7	30151	症
02669	A02669	U+75B2	30130	疲
02670	A02670	U+75B3	30131	疳
02671	A02671	U+75BD	30141	疽
02672	A02672	U+75BC	30140	疼
02673	A02673	U+75B9	30137	疹
02674	A02674	U+75CA	30154	痊
02675	A02675	U+75D4	30164	痔
02676	A02676	U+75D5	30165	痕
02677	A02677	U+75B5	30133	疵
02678	A02678	U+75E2	30178	痢
02679	A02679	U+75DB	30171	痛
02680	A02680	U+75E3	30179	痣
02681	A02681	U+75D9	30169	痙
02682	A02682	U+75D8	30168	痘
02683	A02683	U+75DE	30174	痞
02684	A02684	U+7600	30208	瘀
02685	A02685	U+75F0	30192	痰
02686	A02686	U+7601	30209	瘁
02687	A02687	U+75F2	30194	痲
02688	A02688	U+75F1	30193	痱
02689	A02689	U+75FA	30202	痺
02690	A02690	U+75FF	30207	痿
02691	A02691	U+75F4	30196	痴
02692	A02692	U+7627	30247	瘧
02693	A02693	U+760D	30221	瘍
02694	A02694	U+760B	30219	瘋
02695	A02695	U+7609	30217	瘉
02696	A02696	U+7613	30227	瘓
02697	A02697	U+7620	30240	瘠
02698	A02698	U+7629	30249	瘩
02699	A02699	U+761F	30239	瘟
02700	A02700	U+7624	30244	瘤
02701	A02701	U+7626	30246	瘦
02702	A02702	U+7621	30241	瘡
02703	A02703	U+7634	30260	瘴
02704	A02704	U+7638	30264	瘸
02705	A02705	U+7646	30278	癆
02706	A02706	U+7642	30274	療
02707	A02707	U+764C	30284	癌
02708	A02708	U+7656	30294	癖
02709	A02709	U+7658	30296	癘
02710	A02710	U+7652	30290	癒
02711	A02711	U+7662	30306	癢
02712	A02712	U+7665	30309	癥
02713	A02713	U+7669	30313	癩
02714	A02714	U+766E	30318	癮
02715	A02715	U+766C	30316	癬
02716	A02716	U+7671	30321	癱
02717	A02717	U+7672	30322	癲
02718	A02718	U+7678	30328	癸
02719	A02719	U+767B	30331	登
02720	A02720	U+767C	30332	發
02721	A02721	U+767D	30333	白
02722	A02722	U+767E	30334	百
02723	A02723	U+7682	30338	皂
02724	A02724	U+7684	30340	的
02725	A02725	U+7686	30342	皆
02726	A02726	U+7687	30343	皇
02727	A02727	U+7688	30344	皈
02728	A02728	U+768E	30350	皎
02729	A02729	U+7696	30358	皖
02730	A02730	U+7693	30355	皓
02731	A02731	U+769A	30362	皚
02732	A02732	U+76AE	30382	皮
02733	A02733	U+76B0	30384	皰
02734	A02734	U+76B4	30388	皴
02735	A02735	U+76BA	30394	皺
02736	A02736	U+76BF	30399	皿
02737	A02737	U+76C2	30402	盂
02738	A02738	U+76C8	30408	盈
02739	A02739	U+76C6	30406	盆
02740	A02740	U+76C3	30403	盃
02741	A02741	U+76CA	30410	益
02742	A02742	U+76CD	30413	盍
02743	A02743	U+76CE	30414	盎
02744	A02744	U+76D4	30420	盔
02745	A02745	U+76D2	30418	盒
02746	A02746	U+76DB	30427	盛
02747	A02747	U+76DC	30428	盜
02748	A02748	U+76DE	30430	盞
02749	A02749	U+76DF	30431	盟
02750	A02750	U+76E1	30433	盡
02751	A02751	U+76E3	30435	監
02752	A02752	U+76E4	30436	盤
02753	A02753	U+76E7	30439	盧
02754	A02754	U+76E5	30437	盥
02755	A02755	U+76EA	30442	盪
02756	A02756	U+76EE	30446	目
02757	A02757	U+76EF	30447	盯
02758	A02758	U+76F2	30450	盲
02759	A02759	U+76F4	30452	直
02760	A02760	U+7701	30465	省
02761	A02761	U+76F9	30457	盹
02762	A02762	U+76F8	30456	相
02763	A02763	U+7709	30473	眉
02764	A02764	U+770B	30475	看
02765	A02765	U+76FE	30462	盾
02766	A02766	U+76FC	30460	盼
02767	A02767	U+7729	30505	眩
02768	A02768	U+771F	30495	真
02769	A02769	U+7720	30496	眠
02770	A02770	U+7728	30504	眨
02771	A02771	U+7737	30519	眷
02772	A02772	U+773E	30526	眾
02773	A02773	U+773C	30524	眼
02774	A02774	U+7736	30518	眶
02775	A02775	U+7738	30520	眸
02776	A02776	U+773A	30522	眺
02777	A02777	U+774F	30543	睏
02778	A02778	U+775B	30555	睛
02779	A02779	U+776B	30571	睫
02780	A02780	U+7766	30566	睦
02781	A02781	U+775E	30558	睞
02782	A02782	U+7763	30563	督
02783	A02783	U+7779	30585	睹
02784	A02784	U+776A	30570	睪
02785	A02785	U+776C	30572	睬
02786	A02786	U+775C	30556	睜
02787	A02787	U+7765	30565	睥
02788	A02788	U+7768	30568	睨
02789	A02789	U+7784	30596	瞄
02790	A02790	U+777D	30589	睽
02791	A02791	U+777F	30591	睿
02792	A02792	U+7761	30561	睡
02793	A02793	U+778E	30606	瞎
02794	A02794	U+7787	30599	瞇
02795	A02795	U+778C	30604	瞌
02796	A02796	U+7791	30609	瞑
02797	A02797	U+77A0	30624	瞠
02798	A02798	U+779E	30622	瞞
02799	A02799	U+779F	30623	瞟
02800	A02800	U+77A5	30629	瞥
02801	A02801	U+77B3	30643	瞳
02802	A02802	U+77AA	30634	瞪
02803	A02803	U+77B0	30640	瞰
02804	A02804	U+77AC	30636	瞬
02805	A02805	U+77A7	30631	瞧
02806	A02806	U+77AD	30637	瞭
02807	A02807	U+77BD	30653	瞽
02808	A02808	U+77BF	30655	瞿
02809	A02809	U+77BB	30651	瞻
02810	A02810	U+77C7	30663	矇
02811	A02811	U+77D3	30675	矓
02812	A02812	U+77D7	30679	矗
02813	A02813	U+77DA	30682	矚
02814	A02814	U+77DB	30683	矛
02815	A02815	U+77DC	30684	矜
02816	A02816	U+77E2	30690	矢
02817	A02817	U+77E3	30691	矣
02818	A02818	U+77E5	30693	知
02819	A02819	U+77E9	30697	矩
02820	A02820	U+77ED	30701	短
02821	A02821	U+77EE	30702	矮
02822	A02822	U+77EF	30703	矯
02823	A02823	U+77F3	30707	石
02824	A02824	U+77FD	30717	矽
02825	A02825	U+7802	30722	砂
02826	A02826	U+7814	30740	研
02827	A02827	U+780C	30732	砌
02828	A02828	U+780D	30733	砍
02829	A02829	U+7830	30768	砰
02830	A02830	U+7827	30759	砧
02831	A02831	U+7838	30776	砸
02832	A02832	U+781D	30749	砝
02833	A02833	U+7834	30772	破
02834	A02834	U+7837	30775	砷
02835	A02835	U+7825	30757	砥
02836	A02836	U+782D	30765	砭
02837	A02837	U+786B	30827	硫
02838	A02838	U+7843	30787	硃
02839	A02839	U+785D	30813	硝
02840	A02840	U+786C	30828	硬
02841	A02841	U+786F	30831	硯
02842	A02842	U+788E	30862	碎
02843	A02843	U+78B0	30896	碰
02844	A02844	U+7897	30871	碗
02845	A02845	U+7898	30872	碘
02846	A02846	U+788C	30860	碌
02847	A02847	U+7889	30857	碉
02848	A02848	U+787C	30844	硼
02849	A02849	U+7891	30865	碑
02850	A02850	U+78C1	30913	磁
02851	A02851	U+789F	30879	碟
02852	A02852	U+78A7	30887	碧
02853	A02853	U+78B3	30899	碳
02854	A02854	U+78A9	30889	碩
02855	A02855	U+78CB	30923	磋
02856	A02856	U+78C5	30917	磅
02857	A02857	U+78BA	30906	確
02858	A02858	U+78CA	30922	磊
02859	A02859	U+78BE	30910	碾
02860	A02860	U+78D5	30933	磕
02861	A02861	U+78BC	30908	碼
02862	A02862	U+78D0	30928	磐
02863	A02863	U+78E8	30952	磨
02864	A02864	U+78DA	30938	磚
02865	A02865	U+78EC	30956	磬
02866	A02866	U+78F7	30967	磷
02867	A02867	U+78FA	30970	磺
02868	A02868	U+78F4	30964	磴
02869	A02869	U+78EF	30959	磯
02870	A02870	U+7901	30977	礁
02871	A02871	U+790E	30990	礎
02872	A02872	U+7919	31001	礙
02873	A02873	U+7926	31014	礦
02874	A02874	U+792A	31018	礪
02875	A02875	U+792C	31020	礬
02876	A02876	U+792B	31019	礫
02877	A02877	U+793A	31034	示
02878	A02878	U+793E	31038	社
02879	A02879	U+7940	31040	祀
02880	A02880	U+7941	31041	祁
02881	A02881	U+7946	31046	祆
02882	A02882	U+7949	31049	祉
02883	A02883	U+7948	31048	祈
02884	A02884	U+7947	31047	祇
02885	A02885	U+7955	31061	祕
02886	A02886	U+7950	31056	祐
02887	A02887	U+7960	31072	祠
02888	A02888	U+795F	31071	祟
02889	A02889	U+7956	31062	祖
02890	A02890	U+795E	31070	神
02891	A02891	U+795D	31069	祝
02892	A02892	U+7957	31063	祗
02893	A02893	U+795A	31066	祚
02894	A02894	U+7965	31077	祥
02895	A02895	U+7968	31080	票
02896	A02896	U+796D	31085	祭
02897	A02897	U+797A	31098	祺
02898	A02898	U+797F	31103	祿
02899	A02899	U+7981	31105	禁
02900	A02900	U+798E	31118	禎
02901	A02901	U+798F	31119	福
02902	A02902	U+798D	31117	禍
02903	A02903	U+79A6	31142	禦
02904	A02904	U+79A7	31143	禧
02905	A02905	U+79AA	31146	禪
02906	A02906	U+79AE	31150	禮
02907	A02907	U+79B1	31153	禱
02908	A02908	U+79B9	31161	禹
02909	A02909	U+842C	33836	萬
02910	A02910	U+79BD	31165	禽
02911	A02911	U+79BE	31166	禾
02912	A02912	U+79C1	31169	私
02913	A02913	U+79C0	31168	秀
02914	A02914	U+79BF	31167	禿
02915	A02915	U+79C9	31177	秉
02916	A02916	U+79D1	31185	科
02917	A02917	U+79D2	31186	秒
02918	A02918	U+79CB	31179	秋
02919	A02919	U+79E4	31204	秤
02920	A02920	U+79E3	31203	秣
02921	A02921	U+79E7	31207	秧
02922	A02922	U+79DF	31199	租
02923	A02923	U+79E6	31206	秦
02924	A02924	U+79E9	31209	秩
02925	A02925	U+79FB	31227	移
02926	A02926	U+7A0D	31245	稍
02927	A02927	U+7A08	31240	稈
02928	A02928	U+7A0B	31243	程
02929	A02929	U+7A05	31237	稅
02930	A02930	U+7A00	31232	稀
02931	A02931	U+7A1C	31260	稜
02932	A02932	U+7A1A	31258	稚
02933	A02933	U+7A20	31264	稠
02934	A02934	U+7A14	31252	稔
02935	A02935	U+7A1F	31263	稟
02936	A02936	U+7A2E	31278	種
02937	A02937	U+7A31	31281	稱
02938	A02938	U+7A3F	31295	稿
02939	A02939	U+7A3C	31292	稼
02940	A02940	U+7A40	31296	穀
02941	A02941	U+7A3D	31293	稽
02942	A02942	U+7A37	31287	稷
02943	A02943	U+7A3B	31291	稻
02944	A02944	U+7A4D	31309	積
02945	A02945	U+7A4E	31310	穎
02946	A02946	U+7A46	31302	穆
02947	A02947	U+7A4C	31308	穌
02948	A02948	U+7A57	31319	穗
02949	A02949	U+7A61	31329	穡
02950	A02950	U+7A62	31330	穢
02951	A02951	U+7A6B	31339	穫
02952	A02952	U+7A69	31337	穩
02953	A02953	U+7A74	31348	穴
02954	A02954	U+7A76	31350	究
02955	A02955	U+7A7A	31354	空
02956	A02956	U+7A79	31353	穹
02957	A02957	U+7A7F	31359	穿
02958	A02958	U+7A81	31361	突
02959	A02959	U+7A84	31364	窄
02960	A02960	U+7A88	31368	窈
02961	A02961	U+7A92	31378	窒
02962	A02962	U+7A95	31381	窕
02963	A02963	U+7A98	31384	窘
02964	A02964	U+7A97	31383	窗
02965	A02965	U+7A96	31382	窖
02966	A02966	U+7A9F	31391	窟
02967	A02967	U+7AA0	31392	窠
02968	A02968	U+7AAA	31402	窪
02969	A02969	U+7AA9	31401	窩
02970	A02970	U+7AAF	31407	窯
02971	A02971	U+7AAE	31406	窮
02972	A02972	U+7ABA	31418	窺
02973	A02973	U+7AC4	31428	竄
02974	A02974	U+7AC5	31429	竅
02975	A02975	U+7AC7	31431	竇
02976	A02976	U+7ACA	31434	竊
02977	A02977	U+7ACB	31435	立
02978	A02978	U+7AD9	31449	站
02979	A02979	U+7AE5	31461	童
02980	A02980	U+7AE3	31459	竣
02981	A02981	U+7AED	31469	竭
02982	A02982	U+7AEF	31471	端
02983	A02983	U+7AF6	31478	競
02984	A02984	U+7AF9	31481	竹
02985	A02985	U+7AFA	31482	竺
02986	A02986	U+7AFF	31487	竿
02987	A02987	U+7AFD	31485	竽
02988	A02988	U+7B06	31494	笆
02989	A02989	U+7B11	31505	笑
02990	A02990	U+7B20	31520	笠
02991	A02991	U+7B28	31528	笨
02992	A02992	U+7B1B	31515	笛
02993	A02993	U+7B2C	31532	第
